/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_16_55_124.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_16_55_124.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_16_55_124.jpg, 0, 0, 0, 7.811981E-05
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_16_55_247.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_16_55_247.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_16_55_247.jpg, 0, 0, 0, 7.788973E-05
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_16_55_359.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_16_55_359.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_16_55_359.jpg, 0, 0.3353308, 0, 0.420055
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_16_55_491.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_16_55_491.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_16_55_491.jpg, 0, 0.7137212, 0, 1.140712
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_16_55_587.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_16_55_587.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_16_55_587.jpg, 0, 1, 0, 2.259856
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_16_55_713.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_16_55_713.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_16_55_713.jpg, -0.1762862, 1, 0, 3.893957
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_16_55_984.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_16_55_984.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_16_55_984.jpg, 0, 1, 0, 6.867596
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_16_56_091.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_16_56_091.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_16_56_091.jpg, -0.1762741, 1, 0, 7.998555
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_16_56_192.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_16_56_192.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_16_56_192.jpg, -0.282315, 1, 0, 9.294099
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_16_56_321.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_16_56_321.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_16_56_321.jpg, -0.09105884, 1, 0, 10.6241
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_16_56_450.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_16_56_450.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_16_56_450.jpg, -0.4797721, 1, 0, 11.98547
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_16_56_552.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_16_56_552.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_16_56_552.jpg, -0.5817747, 1, 0, 13.12566
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_16_56_661.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_16_56_661.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_16_56_661.jpg, -0.3781106, 1, 0, 14.03512
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_16_56_760.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_16_56_760.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_16_56_760.jpg, -0.5025387, 1, 0, 15.15173
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_16_56_864.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_16_56_864.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_16_56_864.jpg, -0.187299, 1, 0, 16.08782
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_16_56_967.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_16_56_967.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_16_56_967.jpg, 0, 1, 0, 17.32012
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_16_57_070.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_16_57_070.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_16_57_070.jpg, 0, 1, 0, 18.1754
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_16_57_170.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_16_57_170.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_16_57_170.jpg, 0, 1, 0, 19.35925
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_16_57_272.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_16_57_272.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_16_57_272.jpg, 0, 1, 0, 20.55795
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_16_57_377.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_16_57_377.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_16_57_377.jpg, 0, 1, 0, 21.48373
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_16_57_478.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_16_57_478.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_16_57_478.jpg, -0.0928048, 1, 0, 22.51998
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_16_57_582.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_16_57_582.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_16_57_582.jpg, -0.1970036, 1, 0, 23.40959
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_16_57_682.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_16_57_682.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_16_57_682.jpg, -0.09367204, 1, 0, 24.3791
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_16_57_786.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_16_57_786.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_16_57_786.jpg, -0.214974, 1, 0, 25.27476
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_16_57_890.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_16_57_890.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_16_57_890.jpg, -0.04824007, 1, 0, 26.21838
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_16_57_997.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_16_57_997.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_16_57_997.jpg, 0, 1, 0, 27.34881
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_16_58_101.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_16_58_101.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_16_58_101.jpg, -0.01395321, 1, 0, 28.28126
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_16_58_203.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_16_58_203.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_16_58_203.jpg, 0, 1, 0, 29.20515
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_16_58_315.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_16_58_315.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_16_58_315.jpg, 0, 1, 0, 30.18905
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_16_58_440.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_16_58_440.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_16_58_440.jpg, -0.185871, 1, 0, 30.18104
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_16_58_568.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_16_58_568.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_16_58_568.jpg, -0.5684881, 1, 0, 30.13522
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_16_58_677.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_16_58_677.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_16_58_677.jpg, -0.897882, 1, 0, 30.0988
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_16_58_801.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_16_58_801.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_16_58_801.jpg, -0.8152748, 1, 0, 30.15084
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_16_58_904.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_16_58_904.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_16_58_904.jpg, -0.5048138, 1, 0, 30.20298
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_16_59_006.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_16_59_006.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_16_59_006.jpg, -0.199789, 1, 0, 30.20183
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_16_59_127.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_16_59_127.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_16_59_127.jpg, 0, 1, 0, 30.18714
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_16_59_239.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_16_59_239.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_16_59_239.jpg, 0, 0.8915139, 0, 30.17039
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_16_59_354.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_16_59_354.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_16_59_354.jpg, 0.1821213, 0.5435438, 0, 30.05017
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_16_59_481.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_16_59_481.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_16_59_481.jpg, 0.5625511, 0.163114, 0, 29.79952
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_16_59_582.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_16_59_582.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_16_59_582.jpg, 0.8660131, 0, 0, 29.11169
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_16_59_709.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_16_59_709.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_16_59_709.jpg, 0.877687, 0, 0, 28.24239
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_16_59_835.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_16_59_835.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_16_59_835.jpg, 0.4988171, 0, 0, 27.87261
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_16_59_960.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_16_59_960.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_16_59_960.jpg, 0.1234602, 0, 0, 27.58353
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_17_00_062.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_17_00_062.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_17_00_062.jpg, 0, 0, 0, 27.2783
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_17_00_187.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_17_00_187.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_17_00_187.jpg, 0, 0.376629, 0, 27.25395
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_17_00_287.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_17_00_287.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_17_00_287.jpg, 0, 0.6305791, 0, 27.65815
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_17_00_418.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_17_00_418.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_17_00_418.jpg, 0, 1, 0, 28.7871
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_17_00_540.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_17_00_540.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_17_00_540.jpg, -0.3648509, 1, 0, 29.80193
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_17_00_666.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_17_00_666.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_17_00_666.jpg, -0.743862, 1, 0, 30.11044
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_17_00_794.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_17_00_794.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_17_00_794.jpg, -1, 0.6175721, 0, 29.99018
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_17_00_921.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_17_00_921.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_17_00_921.jpg, -1, 0.2379133, 0, 29.77529
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_17_01_022.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_17_01_022.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_17_01_022.jpg, -1, 0, 0, 29.32498
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_17_01_125.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_17_01_125.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_17_01_125.jpg, -0.691429, 0.04904401, 0, 29.0739
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_17_01_252.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_17_01_252.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_17_01_252.jpg, -0.3142868, 0.1445757, 0, 29.15129
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_17_01_381.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_17_01_381.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_17_01_381.jpg, 0.09056389, 0, 0, 28.79023
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_17_01_492.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_17_01_492.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_17_01_492.jpg, 0.4225291, 0, 0, 28.17465
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_17_01_593.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_17_01_593.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_17_01_593.jpg, 0.540144, 0, 0, 27.5741
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_17_01_702.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_17_01_702.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_17_01_702.jpg, 0.3029072, 0, 0, 27.28845
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_17_01_808.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_17_01_808.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_17_01_808.jpg, 0.62046, 0, 0, 26.88153
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_17_01_916.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_17_01_916.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_17_01_916.jpg, 0.749181, 0, 0, 26.18288
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_17_02_027.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_17_02_027.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_17_02_027.jpg, 0.4160671, 0, 0, 25.95535
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_17_02_135.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_17_02_135.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_17_02_135.jpg, 0.09148227, 0, 0, 25.66113
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_17_02_239.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_17_02_239.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_17_02_239.jpg, 0, 0.1032929, 0, 25.40848
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_17_02_344.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_17_02_344.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_17_02_344.jpg, 0, 0.420585, 0, 25.50388
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_17_02_475.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_17_02_475.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_17_02_475.jpg, 0, 0.8104498, 0, 26.27417
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_17_02_605.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_17_02_605.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_17_02_605.jpg, 0, 1, 0, 27.37691
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_17_02_707.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_17_02_707.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_17_02_707.jpg, -0.09647369, 1, 0, 28.30779
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_17_02_812.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_17_02_812.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_17_02_812.jpg, -0.2220358, 1, 0, 29.30117
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_17_02_916.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_17_02_916.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_17_02_916.jpg, 0, 1, 0, 30.18247
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_17_03_018.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_17_03_018.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_17_03_018.jpg, 0, 1, 0, 30.1903
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_17_03_126.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_17_03_126.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_17_03_126.jpg, 0, 1, 0, 30.19027
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_17_03_229.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_17_03_229.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_17_03_229.jpg, -0.1238698, 1, 0, 30.18881
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_17_03_334.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_17_03_334.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_17_03_334.jpg, -0.122421, 1, 0, 30.18555
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_17_03_436.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_17_03_436.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_17_03_436.jpg, -0.231195, 1, 0, 30.18645
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_17_03_539.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_17_03_539.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_17_03_539.jpg, -0.5409869, 1, 0, 30.15091
/Users/qas/Desktop/untitled folder 2/IMG/center_2021_02_10_16_17_03_645.jpg, /Users/qas/Desktop/untitled folder 2/IMG/left_2021_02_10_16_17_03_645.jpg, /Users/qas/Desktop/untitled folder 2/IMG/right_2021_02_10_16_17_03_645.jpg, -0.8571628, 1, 0, 30.10532
